row,col,x,y,land surface temperature
1665,437,604215.0,3330735.0,326.3371276855469
1630,424,603825.0,3331785.0,322.1329650878906
778,1456,634785.0,3357345.0,316.9136657714844
787,1485,635655.0,3357075.0,320.5401611328125
590,1688,641745.0,3362985.0,321.9552307128906
604,1699,642075.0,3362565.0,318.7080993652344
653,1715,642555.0,3361095.0,319.9556884765625
1431,1089,623775.0,3337755.0,314.4048156738281
1424,1179,626475.0,3337965.0,324.92547607421875
1396,1121,624735.0,3338805.0,320.8067626953125
169,1090,623805.0,3375615.0,318.4756774902344
210,1049,622575.0,3374385.0,320.5606689453125
268,1047,622515.0,3372645.0,320.2427978515625
1391,1011,621435.0,3338955.0,315.15679931640625
1322,987,620715.0,3341025.0,324.75457763671875
1292,1049,622575.0,3341925.0,316.41119384765625
158,1518,636645.0,3375945.0,321.5929260253906
137,1486,635685.0,3376575.0,322.3106994628906
189,1513,636495.0,3375015.0,324.23162841796875
61,720,612705.0,3378855.0,320.1949462890625
